cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous
flat,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,woods,edible
convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods,edible
flat,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,scaly,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses,poisonous
flat,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,poisonous
convex,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,smooth,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,poisonous
flat,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,smooth,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,grasses,poisonous
flat,scaly,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,grasses,poisonous
flat,scaly,brown,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,grasses,poisonous
flat,smooth,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses,poisonous
convex,smooth,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,woods,edible
flat,smooth,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
flat,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,urban,poisonous
convex,smooth,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
convex,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,woods,edible
flat,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
convex,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,smooth,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,poisonous
flat,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
flat,smooth,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,urban,poisonous
convex,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
bell,scaly,yellow,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows,edible
convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
convex,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
convex,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
flat,fibrous,gray,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
convex,scaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,urban,poisonous
flat,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
convex,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,woods,edible
flat,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,woods,edible
convex,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
flat,smooth,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses,poisonous
flat,smooth,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,grasses,poisonous
convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,woods,edible
convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
convex,scaly,yellow,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,paths,edible
flat,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,woods,edible
flat,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,smooth,gray,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,fibrous,brown,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,smooth,brown,no,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,smooth,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,poisonous
convex,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
bell,scaly,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses,edible
flat,fibrous,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,woods,edible
bell,smooth,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows,edible
convex,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,woods,edible
convex,smooth,white,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses,poisonous
flat,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
flat,scaly,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,urban,poisonous
convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
bell,smooth,yellow,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses,edible
flat,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
flat,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
flat,smooth,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,grasses,poisonous
flat,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
convex,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods,edible
convex,smooth,brown,no,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
convex,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,woods,edible
convex,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses,edible
flat,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
convex,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
flat,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses,edible
flat,smooth,white,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,urban,poisonous
flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,woods,edible
flat,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses,edible
flat,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses,edible
flat,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses,poisonous
convex,smooth,white,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses,edible
